time,loc,image_id,sat_id,area_km2,area_km2_outlier_iqr,area_km2_outlier_zscore,area_km2_outlier_mad,area_km2_zscore,area_km2_mad_score
2022-03-02 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20220302,LC08,0.9468,1,0,1,0.9400748596002992,9.045691780821919
2005-11-23 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_20051123,LT05,0.9459,1,0,1,0.9387781387195313,9.036452054794522
1988-12-10 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19881210,LT05,0.9369,1,0,1,0.9258109299118505,8.944054794520548
1984-09-10 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19840910,LT05,0.9333,1,0,1,0.9206240463887785,8.907095890410961
2002-02-23 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20020223,LT05,0.9306,1,0,1,0.916733883746474,8.879376712328767
2017-01-07 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20170107,LE07,0.9288,1,0,1,0.9141404419849379,8.860897260273973
2004-12-29 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20041229,LT05,0.9072,1,0,1,0.8830191408465045,8.63914383561644
2020-02-18 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20200218,LC08,0.9027,1,0,1,0.8765355364426639,8.592945205479452
2019-01-05 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20190105,LC08,0.9009,1,0,1,0.873942094681128,8.574465753424658
1997-02-18 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19970218,LT05,0.9,1,0,1,0.8726453738003598,8.56522602739726
2005-01-30 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20050130,LT05,0.8964,1,0,1,0.8674584902772875,8.528267123287671
1990-01-14 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19900114,LT05,0.8946,1,0,1,0.8648650485157513,8.509787671232877
2007-03-09 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20070309,LT05,0.8829,1,0,1,0.8480076770657666,8.389671232876713
